docid,title,body,url
wiki_001036_4,Japan,"power of the imperial court, which was also based on the governmental structure of China. Envoys and students were dispatched to China to learn about Chinese writing, politics, art, and religion. The Jinshin War of 672, a bloody conflict between Prince Ōama and his nephew Prince Ōtomo, became a major catalyst for further administrative reforms. These reforms culminated with the promulgation of the Taihō Code, which consolidated existing statutes and established the structure of the central and subordinate local governments. These legal reforms created the ritsuryō state, a system of Chinese-style centralized government that remained in place for half a millennium. The Nara period (710–784) marked the emergence of a Japanese state centered on the Imperial Court in Heijō-kyō (modern Nara). The period is characterized by the appearance of a nascent literary culture with the completion of the Kojiki (712) and Nihon Shoki (720), as well as the development of Buddhist-inspired artwork and architecture. A smallpox epidemic in 735–737 is believed to have killed as much as one-third of Japan's population. In 784, Emperor Kanmu moved the capital, settling on Heian-kyō (modern-day Kyoto) in 794. This marked the beginning of the Heian period (794–1185), during which a distinctly indigenous Japanese culture emerged. Murasaki Shikibu's The Tale of Genji and the lyrics of Japan's national anthem ""Kimigayo"" were written during this time. Feudal era Japan's feudal era was characterized by the emergence and dominance of a ruling class of warriors, the samurai. In 1185, following the defeat of the Taira clan",https://en.wikipedia.org/wiki/Japan
wiki_001037_5,Japan,"by the Minamoto clan in the Genpei War, samurai Minamoto no Yoritomo established a military government at Kamakura. After Yoritomo's death, the Hōjō clan came to power as regents for the shōgun. The Zen school of Buddhism was introduced from China in the Kamakura period (1185–1333) and became popular among the samurai class. The Kamakura shogunate repelled Mongol invasions in 1274 and 1281 but was eventually overthrown by Emperor Go-Daigo. Go-Daigo was defeated by Ashikaga Takauji in 1336, beginning the Muromachi period (1336–1573). The succeeding Ashikaga shogunate failed to control the feudal warlords (daimyō) and a civil war began in 1467, opening the century-long Sengoku period ('Warring States'). During the 16th century, Portuguese traders and Jesuit missionaries reached Japan for the first time, initiating direct commercial and cultural exchange between Japan and the West (see Nanban trade and Nanban art). Oda Nobunaga used European technology and firearms to conquer many other daimyō; his consolidation of power began what was known as the Azuchi–Momoyama period. After the death of Nobunaga in 1582, his successor, Toyotomi Hideyoshi, unified the nation in the early 1590s and launched two unsuccessful invasions of Korea in 1592 and 1597. Tokugawa Ieyasu served as regent for Hideyoshi's son Toyotomi Hideyori within the Council of Five Elders and used his position to gain political and military support. When open war broke out, Ieyasu defeated rival clans in the Battle of Sekigahara in 1600. He was appointed shōgun by Emperor Go-Yōzei in 1603 and established the Tokugawa shogunate at",https://en.wikipedia.org/wiki/Japan
wiki_001038_0,Climate change,"Present-day climate change includes both global warming—the ongoing increase in global average temperature—and its wider effects on Earth's climate system. Climate change in a broader sense also includes previous long-term changes to Earth's climate. The modern-day rise in global temperatures is driven by human activities, especially fossil fuel (coal, oil and natural gas) burning since the Industrial Revolution. Fossil fuel use, deforestation, and some agricultural and industrial practices release greenhouse gases. These gases absorb some of the heat that the Earth radiates after it warms from sunlight, warming the lower atmosphere. Earth's atmosphere now has roughly 50% more carbon dioxide, the main gas driving global warming, than it did at the end of the pre-industrial era, reaching levels not seen for millions of years. Climate change has an increasingly large impact on the environment. Heat waves and wildfires are becoming more common. Amplified warming in the Arctic has contributed to thawing permafrost, retreat of glaciers and sea ice decline. Higher temperatures are also causing more intense storms, droughts, and other weather extremes. Rapid environmental change in mountains, coral reefs, and the Arctic is forcing many species to relocate or become extinct. Even if efforts to minimize future warming are successful, some effects will continue for centuries. These include ocean heating, ocean acidification and sea level rise. Climate change threatens people with increased flooding, extreme heat, increased food and water scarcity, more disease, and economic loss. Human migration and conflict can also be a result. The World Health Organization calls climate",https://en.wikipedia.org/wiki/Climate_change
wiki_001039_1,Climate change,"change one of the biggest threats to global health in the 21st century. Societies and ecosystems will experience more severe risks without action to limit warming. Adapting to climate change through efforts like flood control measures or drought-resistant crops partially reduces climate change risks, although some limits to adaptation have already been reached. Poorer communities are responsible for a small share of global emissions, yet have the least ability to adapt and are most vulnerable to climate change. Many climate change impacts have been observed in the first decades of the 21st century, with 2024 the warmest on record at +1.60 °C (2.88 °F) since regular tracking began in 1850. Additional warming will increase these impacts and can trigger tipping points, such as melting all of the Greenland ice sheet. Under the 2015 Paris Agreement, nations collectively agreed to keep warming ""well under 2 °C"". However, with pledges made under the Agreement, global warming would still reach about 2.8 °C (5.0 °F) by the end of the century. There is widespread support for climate action worldwide, and most countries aim to stop emitting carbon dioxide. Fossil fuels can be phased out by stopping subsidising them, conserving energy and switching to energy sources that do not produce significant carbon pollution. These energy sources include wind, solar, hydro, and nuclear power. Cleanly generated electricity can replace fossil fuels for powering transportation, heating buildings, and running industrial processes. Carbon can also be removed from the atmosphere, for instance by increasing forest cover and",https://en.wikipedia.org/wiki/Climate_change
wiki_001040_2,Climate change,"farming with methods that store carbon in soil. Terminology Before the 1980s, it was unclear whether the warming effect of increased greenhouse gases was stronger than the cooling effect of airborne particulates in air pollution. Scientists used the term inadvertent climate modification to refer to human impacts on the climate at this time. In the 1980s, the terms global warming and climate change became more common, often being used interchangeably. Scientifically, global warming refers only to increased global average surface temperature, while climate change describes both global warming and its effects on Earth's climate system, such as precipitation changes. Climate change can also be used more broadly to include changes to the climate that have happened throughout Earth's history as result of natural processes. The term anthropogenic climate change is sometimes used to describe climate change resulting from human activities. Global warming—used as early as 1975—became the more popular term after NASA climate scientist James Hansen used it in his 1988 testimony in the U.S. Senate. Since the 2000s, usage of climate change has increased. Various scientists, politicians and media may use the terms climate crisis or climate emergency to talk about climate change, and may use the term global heating instead of global warming. Global temperature rise Temperatures prior to present-day global warming Over the last few million years the climate cycled through ice ages. One of the hotter periods was the Last Interglacial, around 125,000 years ago, where temperatures were between 0.5 °C and 1.5 °C warmer than",https://en.wikipedia.org/wiki/Climate_change
wiki_001041_3,Climate change,"before the start of global warming. This period saw sea levels 5 to 10 metres higher than today. The most recent glacial maximum 20,000 years ago was some 5–7 °C colder. This period has sea levels that were over 125 metres (410 ft) lower than today. Temperatures stabilized in the current interglacial period beginning 11,700 years ago. This period also saw the start of agriculture. Historical patterns of warming and cooling, like the Medieval Warm Period and the Little Ice Age, did not occur at the same time across different regions. Temperatures may have reached as high as those of the late 20th century in a limited set of regions. Climate information for that period comes from climate proxies, such as trees and ice cores. Warming since the Industrial Revolution Around 1850 thermometer records began to provide global coverage. Between the 18th century and 1970 there was little net warming, as the warming impact of greenhouse gas emissions was offset by cooling from sulfur dioxide emissions. Sulfur dioxide causes acid rain, but it also produces sulfate aerosols in the atmosphere, which reflect sunlight and cause global dimming. After 1970, the increasing accumulation of greenhouse gases and controls on sulfur pollution led to a marked increase in temperature. Ongoing changes in climate have had no precedent for several thousand years. Multiple datasets all show worldwide increases in surface temperature, at a rate of around 0.2 °C per decade. The 2014–2023 decade warmed to an average 1.19 °C [1.06–1.30 °C] compared to",https://en.wikipedia.org/wiki/Climate_change
wiki_001042_4,Climate change,"the pre-industrial baseline (1850–1900). Not every single year was warmer than the last: internal climate variability processes can make any year 0.2 °C warmer or colder than the average. From 1998 to 2013, negative phases of two such processes, Pacific Decadal Oscillation (PDO) and Atlantic Multidecadal Oscillation (AMO) caused a short slower period of warming called the ""global warming hiatus"". After the ""hiatus"", the opposite occurred, with 2024 well above the recent average at more than +1.5 °C. This is why the temperature change is defined in terms of a 20-year average, which reduces the noise of hot and cold years and decadal climate patterns, and detects the long-term signal. A wide range of other observations reinforce the evidence of warming. The upper atmosphere is cooling, because greenhouse gases are trapping heat near the Earth's surface, and so less heat is radiating into space. Warming reduces average snow cover and forces the retreat of glaciers. At the same time, warming also causes greater evaporation from the oceans, leading to more atmospheric humidity, and more and heavier precipitation. Plants are flowering earlier in spring, and thousands of animal species have been permanently moving to cooler areas. Differences by region Different regions of the world warm at different rates. The pattern is independent of where greenhouse gases are emitted, because the gases persist long enough to diffuse across the planet. Since the pre-industrial period, the average surface temperature over land regions has increased almost twice as fast as the global average surface",https://en.wikipedia.org/wiki/Climate_change
wiki_001043_5,Climate change,"temperature. This is because oceans lose more heat by evaporation and oceans can store a lot of heat. The thermal energy in the global climate system has grown with only brief pauses since at least 1970, and over 90% of this extra energy has been stored in the ocean. The rest has heated the atmosphere, melted ice, and warmed the continents. The Northern Hemisphere and the North Pole have warmed much faster than the South Pole and Southern Hemisphere. The Northern Hemisphere not only has much more land, but also more seasonal snow cover and sea ice. As these surfaces flip from reflecting a lot of light to being dark after the ice has melted, they start absorbing more heat. Local black carbon deposits on snow and ice also contribute to Arctic warming. Arctic surface temperatures are increasing between three and four times faster than in the rest of the world. Melting of ice sheets near the poles weakens both the Atlantic and the Antarctic limb of thermohaline circulation, which further changes the distribution of heat and precipitation around the globe. Future global temperatures The World Meteorological Organization estimates there is almost a 50% chance of the five-year average global temperature exceeding +1.5 °C between 2024 and 2028. The IPCC expects the 20-year average to exceed +1.5 °C in the early 2030s. The IPCC Sixth Assessment Report (2021) included projections that by 2100 global warming is very likely to reach 1.0–1.8 °C under a scenario with very low emissions of",https://en.wikipedia.org/wiki/Climate_change
wiki_001044_0,Star,"A star is a luminous spheroid of plasma held together by self-gravity. The nearest star to Earth is the Sun. Many other stars are visible to the naked eye at night; their immense distances from Earth make them appear as fixed points of light. The most prominent stars have been categorised into constellations and asterisms, and many of the brightest stars have proper names. Astronomers have assembled star catalogues that identify the known stars and provide standardized stellar designations. The observable universe contains an estimated 1022 to 1024 stars. Only about 4,000 of these stars are visible to the naked eye—all within the Milky Way galaxy. A star's life begins with the gravitational collapse of a gaseous nebula of material largely comprising hydrogen, helium, and traces of heavier elements. Its total mass mainly determines its evolution and eventual fate. A star shines for most of its active life due to the thermonuclear fusion of hydrogen into helium in its core. This process releases energy that traverses the star's interior and radiates into outer space. At the end of a star's lifetime, fusion ceases and its core becomes a stellar remnant: a white dwarf, a neutron star, or—if it is sufficiently massive—a black hole. Stellar nucleosynthesis in stars or their remnants creates almost all naturally occurring chemical elements heavier than lithium. Stellar mass loss or supernova explosions return chemically enriched material to the interstellar medium. These elements are then recycled into new stars. Astronomers can determine stellar properties—including mass, age, metallicity",https://en.wikipedia.org/wiki/Star
wiki_001045_1,Star,"(chemical composition), variability, distance, and motion through space—by carrying out observations of a star's apparent brightness, spectrum, and changes in its position in the sky over time. Stars can form orbital systems with other astronomical objects, as in planetary systems and star systems with two or more stars. When two such stars orbit closely, their gravitational interaction can significantly impact their evolution. Stars often form part of much larger gravitationally bound structures, such as star clusters and galaxies. Etymology The English word star ultimately derives from the Proto-Indo-European root *h₂stḗr, also meaning 'star' – which is further analyzable as *h₂eh₁s- 'to burn' (also the source of the word ash) plus *-tēr (the agentive suffix). Its cognates in other languages include Latin stella, Greek aster, and German Stern; further cognates in English include asterisk, asteroid, astral, constellation, and Esther. Observation history Historically, stars have been important to civilizations throughout the world. They have been part of religious practices, divination rituals, mythology, used for celestial navigation and orientation, to mark the passage of seasons, and to define calendars. Early astronomers recognized a difference between ""fixed stars"", whose position on the celestial sphere does not change, and ""wandering stars"" (planets), which move noticeably relative to the fixed stars over days or weeks. Many ancient astronomers believed that the stars were permanently affixed to a heavenly sphere and that they were immutable. By convention, astronomers grouped prominent stars into asterisms and constellations and used them to track the motions of the planets and the",https://en.wikipedia.org/wiki/Star
wiki_001046_2,Star,"inferred position of the Sun. The motion of the Sun against the background stars (and the horizon) was used to create calendars, which could be used to regulate agricultural practices. The Gregorian calendar, currently used nearly everywhere in the world, is a solar calendar based on the angle of the Earth's rotational axis relative to its local star, the Sun. The oldest accurately dated star chart was the result of ancient Egyptian astronomy in 1534 BC. The earliest known star catalogues were compiled by the ancient Babylonian astronomers of Mesopotamia in the late 2nd millennium BC, during the Kassite Period (c. 1531 BC – c. 1155 BC). The first star catalogue in Greek astronomy was created by Aristillus in approximately 300 BC, with the help of Timocharis. The star catalog of Hipparchus (2nd century BC) included 1,020 stars, and was used to assemble Ptolemy's star catalogue. Hipparchus is known for the discovery of the first recorded nova (new star). Many of the constellations and star names in use today derive from Greek astronomy. Despite the apparent immutability of the heavens, Chinese astronomers were aware that new stars could appear. In 185 AD, they were the first to observe and write about a supernova, now known as SN 185. The brightest stellar event in recorded history was the SN 1006 supernova, which was observed in 1006 and written about by the Egyptian astronomer Ali ibn Ridwan and several Chinese astronomers. The SN 1054 supernova, which gave birth to the Crab Nebula,",https://en.wikipedia.org/wiki/Star
wiki_001047_3,Star,"was also observed by Chinese and Islamic astronomers. Medieval Islamic astronomers gave Arabic names to many stars that are still used today and they invented numerous astronomical instruments that could compute the positions of the stars. They built the first large observatory research institutes, mainly to produce Zij star catalogues. Among these, the Book of Fixed Stars (964) was written by the Persian astronomer Abd al-Rahman al-Sufi, who observed a number of stars, star clusters (including the Omicron Velorum and Brocchi's Clusters) and galaxies (including the Andromeda Galaxy). According to A. Zahoor, in the 11th century, the Persian polymath scholar Abu Rayhan Biruni described the Milky Way galaxy as a multitude of fragments having the properties of nebulous stars, and gave the latitudes of various stars during a lunar eclipse in 1019. According to Josep Puig, the Andalusian astronomer Ibn Bajjah proposed that the Milky Way was made up of many stars that almost touched one another and appeared to be a continuous image due to the effect of refraction from sublunary material, citing his observation of the conjunction of Jupiter and Mars during the year 1106/1107 as evidence. Early European astronomers such as Tycho Brahe identified new stars in the night sky (later termed novae), suggesting that the heavens were not immutable. In 1584, Giordano Bruno suggested that the stars were like the Sun, and may have other planets, possibly even Earth-like, in orbit around them, an idea that had been suggested earlier by the ancient Greek philosophers, Democritus",https://en.wikipedia.org/wiki/Star
wiki_001048_4,Star,"and Epicurus, and by medieval Islamic cosmologists such as Fakhr al-Din al-Razi. By the following century, the idea of the stars being the same as the Sun was reaching a consensus among astronomers. To explain why these stars exerted no net gravitational pull on the Solar System, Isaac Newton suggested that the stars were equally distributed in every direction, an idea prompted by the theologian Richard Bentley. The Italian astronomer Geminiano Montanari recorded observing variations in luminosity of the star Algol in 1667. Edmond Halley published the first measurements of the proper motion of a pair of nearby ""fixed"" stars, demonstrating that they had changed positions since the time of the ancient Greek astronomers Ptolemy and Hipparchus. William Herschel was the first astronomer to attempt to determine the distribution of stars in the sky. During the 1780s, he established a series of gauges in 600 directions and counted the stars observed along each line of sight. From this, he deduced that the number of stars steadily increased toward one side of the sky, in the direction of the Milky Way core. His son John Herschel repeated this study in the southern hemisphere and found a corresponding increase in the same direction. In addition to his other accomplishments, William Herschel is noted for his discovery that some stars do not merely lie along the same line of sight, but are physical companions that form binary star systems. The science of stellar spectroscopy was pioneered by Joseph von Fraunhofer and Angelo Secchi.",https://en.wikipedia.org/wiki/Star
wiki_001049_5,Star,"By comparing the spectra of stars such as Sirius to the Sun, they found differences in the strength and number of their absorption lines—the dark lines in stellar spectra caused by the atmosphere's absorption of specific frequencies. In 1865, Secchi began classifying stars into spectral types. The modern version of the stellar classification scheme was developed by Annie J. Cannon during the early 1900s. The first direct measurement of the distance to a star (61 Cygni at 11.4 light-years) was made in 1838 by Friedrich Bessel using the parallax technique. Parallax measurements demonstrated the vast separation of the stars in the heavens. Observation of double stars gained increasing importance during the 19th century. In 1834, Friedrich Bessel observed changes in the proper motion of the star Sirius and inferred a hidden companion. Edward Pickering discovered the first spectroscopic binary in 1899 when he observed the periodic splitting of the spectral lines of the star Mizar in a 104-day period. Detailed observations of many binary star systems were collected by astronomers such as Friedrich Georg Wilhelm von Struve and S. W. Burnham, allowing the masses of stars to be determined from computation of orbital elements. The first solution to the problem of deriving an orbit of binary stars from telescope observations was made by Felix Savary in 1827. The twentieth century saw increasingly rapid advances in the scientific study of stars. The photograph became a valuable astronomical tool. Karl Schwarzschild discovered that the color of a star and, hence, its temperature,",https://en.wikipedia.org/wiki/Star
wiki_001050_0,Ethics,"Ethics is the philosophical study of moral phenomena. Also called moral philosophy, it investigates normative questions about what people ought to do or which behavior is morally right. Its main branches include normative ethics, applied ethics, and metaethics. Normative ethics aims to find general principles that govern how people should act. Applied ethics examines concrete ethical problems in real-life situations, such as abortion, treatment of animals, and business practices. Metaethics explores the underlying assumptions and concepts of ethics. It asks whether there are objective moral facts, how moral knowledge is possible, and how moral judgments motivate people. Influential normative theories are consequentialism, deontology, and virtue ethics. According to consequentialists, an act is right if it leads to the best consequences. Deontologists focus on acts themselves, saying that they must adhere to duties, like telling the truth and keeping promises. Virtue ethics sees the manifestation of virtues, like courage and compassion, as the fundamental principle of morality. Ethics is closely connected to value theory, which studies the nature and types of value, like the contrast between intrinsic and instrumental value. Moral psychology is a related empirical field and investigates psychological processes involved in morality, such as reasoning and the formation of character. Descriptive ethics describes the dominant moral codes and beliefs in different societies and considers their historical dimension. The history of ethics started in the ancient period with the development of ethical principles and theories in ancient Egypt, India, China, and Greece. This period saw the emergence of ethical teachings",https://en.wikipedia.org/wiki/Ethics
wiki_001051_1,Ethics,"associated with Hinduism, Buddhism, Confucianism, Daoism, and contributions of philosophers like Socrates and Aristotle. During the medieval period, ethical thought was strongly influenced by religious teachings. In the modern period, this focus shifted to a more secular approach concerned with moral experience, reasons for acting, and the consequences of actions. An influential development in the 20th century was the emergence of metaethics. Definition Ethics, also called moral philosophy, is the study of moral phenomena. It is one of the main branches of philosophy and investigates the nature of morality and the principles that govern the moral evaluation of conduct, character traits, and institutions. It examines what obligations people have, what behavior is right and wrong, and how to lead a good life. Some of its key questions are ""How should one live?"" and ""What gives meaning to life?"". In contemporary philosophy, ethics is usually divided into normative ethics, applied ethics, and metaethics. Morality concerns what people ought to do rather than what they actually do, what they want to do, or what social conventions require. As a rational and systematic field of inquiry, ethics studies practical reasons why people should act one way rather than another. Most ethical theories seek universal principles that express a general standpoint of what is objectively right and wrong. In a slightly different sense, the term ethics can also refer to individual ethical theories in the form of a rational system of moral principles, such as Aristotelian ethics, and to a moral code that certain",https://en.wikipedia.org/wiki/Ethics
wiki_001052_2,Ethics,"societies, social groups, or professions follow, as in Protestant work ethic and medical ethics. The English word ethics has its roots in the Ancient Greek word êthos (ἦθος), meaning 'character' and 'personal disposition'. This word gave rise to the Ancient Greek word ēthikós (ἠθικός), which was translated into Latin as ethica and entered the English language in the 15th century through the Old French term éthique. The term morality originates in the Latin word moralis, meaning 'manners' and 'character'. It was introduced into the English language during the Middle English period through the Old French term moralité. The terms ethics and morality are usually used interchangeably but some philosophers distinguish between the two. According to one view, morality focuses on what moral obligations people have while ethics is broader and includes ideas about what is good and how to lead a meaningful life. Another difference is that codes of conduct in specific areas, such as business and environment, are usually termed ethics rather than morality, as in business ethics and environmental ethics. Normative ethics Normative ethics is the philosophical study of ethical conduct and investigates the fundamental principles of morality. It aims to discover and justify general answers to questions like ""How should one live?"" and ""How should people act?"", usually in the form of universal or domain-independent principles that determine whether an act is right or wrong. For example, given the particular impression that it is wrong to set a child on fire for fun, normative ethics aims to",https://en.wikipedia.org/wiki/Ethics
wiki_001053_3,Ethics,"find more general principles that explain why this is the case, like the principle that one should not cause extreme suffering to the innocent, which may itself be explained in terms of a more general principle. Many theories of normative ethics also aim to guide behavior by helping people make moral decisions. Theories in normative ethics state how people should act or what kind of behavior is correct. They do not aim to describe how people normally act, what moral beliefs ordinary people have, how these beliefs change over time, or what ethical codes are upheld in certain social groups. These topics belong to descriptive ethics and are studied in fields like anthropology, sociology, and history rather than normative ethics. Some systems of normative ethics arrive at a single principle covering all possible cases. Others encompass a small set of basic rules that address all or at least the most important moral considerations. One difficulty for systems with several basic principles is that these principles may conflict with each other in some cases and lead to ethical dilemmas. Distinct theories in normative ethics suggest different principles as the foundation of morality. The three most influential schools of thought are consequentialism, deontology, and virtue ethics. These schools are usually presented as exclusive alternatives, but depending on how they are defined, they can overlap and do not necessarily exclude one another. In some cases, they differ in which acts they see as right or wrong. In other cases, they recommend the same",https://en.wikipedia.org/wiki/Ethics
wiki_001054_4,Ethics,"course of action but provide different justifications for why it is right. Consequentialism Consequentialism, also called teleological ethics, says that morality depends on consequences. According to the most common view, an act is right if it brings the best future. This means that there is no alternative course of action that has better consequences. A key aspect of consequentialist theories is that they provide a characterization of what is good and then define what is right in terms of what is good. For example, classical utilitarianism says that pleasure is good and that the action leading to the most overall pleasure is right. Consequentialism has been discussed indirectly since the formulation of classical utilitarianism in the late 18th century. A more explicit analysis of this view happened in the 20th century, when the term was coined by G. E. M. Anscombe. Consequentialists usually understand the consequences of an action in a very wide sense that includes the totality of its effects. This is based on the idea that actions make a difference in the world by bringing about a causal chain of events that would not have existed otherwise. A core intuition behind consequentialism is that the future should be shaped to achieve the best possible outcome. The act itself is usually not seen as part of the consequences. This means that if an act has intrinsic value or disvalue, it is not included as a factor. Some consequentialists see this as a flaw, saying that all value-relevant factors need",https://en.wikipedia.org/wiki/Ethics
wiki_001055_5,Ethics,"to be considered. They try to avoid this complication by including the act itself as part of the consequences. A related approach is to characterize consequentialism not in terms of consequences but in terms of outcome, with the outcome being defined as the act together with its consequences. Most forms of consequentialism are agent-neutral. This means that the value of consequences is assessed from a neutral perspective, that is, acts should have consequences that are good in general and not just good for the agent. It is controversial whether agent-relative moral theories, like ethical egoism, should be considered as types of consequentialism. Types There are many different types of consequentialism. They differ based on what type of entity they evaluate, what consequences they take into consideration, and how they determine the value of consequences. Most theories assess the moral value of acts. However, consequentialism can also be used to evaluate motives, character traits, rules, and policies. Many types assess the value of consequences based on whether they promote happiness or suffering. But there are also alternative evaluative principles, such as desire satisfaction, autonomy, freedom, knowledge, friendship, beauty, and self-perfection. Some forms of consequentialism hold that there is only a single source of value. The most prominent among them is classical utilitarianism, which states that the moral value of acts only depends on the pleasure and suffering they cause. An alternative approach says that there are many different sources of value, which all contribute to one overall value. Before the 20th",https://en.wikipedia.org/wiki/Ethics
wiki_001056_0,Brazil,"Brazil, officially the Federative Republic of Brazil, is the largest country in South America. It is also the world's fifth-largest country by area and the seventh-largest by population, with over 213 million people. Brazil is a federation composed of 26 states and a Federal District, which hosts the capital, Brasília. Its most populous city is São Paulo, followed by Rio de Janeiro. Brazil has the most Portuguese speakers in the world and is the only country in the Americas where Portuguese is an official language. Bounded by the Atlantic Ocean on the east, Brazil has a coastline of 7,491 kilometers (4,655 mi), among the longest in the world. Covering roughly half of South America's land area, it borders all other countries and territories on the continent except Ecuador and Chile. Brazil encompasses a wide range of tropical and subtropical landscapes, as well as wetlands, savannas, plateaus, and low mountains. It contains most of the Amazon basin, including the world's largest river system and most extensive virgin tropical forest. Brazil has diverse wildlife, a variety of ecological systems, and extensive natural resources spanning numerous protected habitats. It ranks first among 17 megadiverse countries, with its natural heritage being the subject of significant global interest, as environmental degradation (through processes such as deforestation) directly affect global issues such as climate change and biodiversity loss. Brazil was inhabited by various indigenous peoples prior to the landing of Portuguese explorer Pedro Álvares Cabral in 1500. The territory was subsequently claimed and settled by Portugal,",https://en.wikipedia.org/wiki/Brazil
wiki_001057_1,Brazil,"which founded the country's first city, São Vicente, in 1532 and imported enslaved Africans to work on plantations. Brazil remained a colony until 1815, when it was elevated to a united kingdom with Portugal after the transfer of the Portuguese court to Rio de Janeiro. Prince Pedro of Braganza declared Brazilian independence in 1822 and, after waging a war against Portugal, established the Empire of Brazil. The country's first constitution in 1824 established a bicameral legislature and enshrined principles such as freedom of religion and the press; slavery was gradually abolished until its final abolition in 1888. Brazil became a presidential republic following a military coup d'état in 1889. An armed revolution in 1930 ended the First Republic and brought Getúlio Vargas to power. Vargas' self-coup in 1937 ushered the authoritarian Estado Novo, in which he oversaw Brazil's involvement in World War II. Democracy was restored after Vargas' ousting in 1945. An authoritarian military dictatorship emerged in 1964 with support from the United States and ruled until 1985, after which civilian governance resumed. Brazil's current constitution, enacted in 1988, defines it as a democratic federal republic. Brazil is a regional and middle power, and has been described as a rising global power. It is an emerging, upper-middle income economy and newly industrialized country, with one of the 10 largest economies in the world in both nominal and PPP terms, the largest economy in Latin America and the Southern Hemisphere, and the largest share of wealth in South America. With a",https://en.wikipedia.org/wiki/Brazil
wiki_001058_2,Brazil,"complex and highly diversified economy, Brazil is one of the world's major or primary exporters of various agricultural goods, mineral resources, and manufactured products. The country ranks thirteenth in the world by number of UNESCO World Heritage Sites. Brazil is a founding member of the United Nations, the G20, BRICS, G4, Mercosur, Organization of American States, Organization of Ibero-American States, and the Community of Portuguese Language Countries; it is also an observer state of the Arab League and a major non-NATO ally of the United States. Etymology The word Brazil probably comes from the Portuguese word for brazilwood, a tree that once grew plentifully along the Brazilian coast. In Portuguese, brazilwood is called pau-brasil, with the word brasil commonly given the etymology 'red like an ember', formed from brasa ('ember') and the suffix -il (from -iculum or -ilium). It has alternatively been suggested that this is a folk etymology for a word for the plant related to an Arabic or Asian word for a red plant. As brazilwood produces a deep red dye, it was highly valued by the European textile industry and was the earliest commercially exploited product from Brazil. Throughout the 16th century, massive amounts of brazilwood were harvested by indigenous peoples (mostly Tupi) along the Brazilian coast, who sold the timber to European traders in return for assorted European consumer goods. The official Portuguese name of the land, in original Portuguese records, was the 'Land of the Holy Cross' (Terra da Santa Cruz), but European sailors and",https://en.wikipedia.org/wiki/Brazil
wiki_001059_3,Brazil,"merchants commonly called it the 'Land of Brazil' (Terra do Brasil) because of the brazilwood trade. Popular usage eclipsed and eventually supplanted the official Portuguese name. Some early sailors called it the 'Land of Parrots'. In the Guarani language, Brazil is called Pindorama, meaning 'land of the palm trees'. History Pre-Cabraline era Some of the earliest human remains found in the Americas, Luzia Woman, were found in the area of Pedro Leopoldo, Minas Gerais, and provide evidence of human habitation going back at least 11,000 years. The earliest pottery ever found in the Western Hemisphere was excavated in the Amazon basin of Brazil and radiocarbon dated to over 8,000 years ago (6000 BC). The pottery was found near Santarém and provides evidence that the region supported a complex prehistoric culture. The Marajoara culture flourished on Marajó in the Amazon delta from AD 400 to 1400, developing sophisticated pottery, social stratification, large populations, mound building, and complex social formations such as chiefdoms. Around the time of the Portuguese arrival, the territory of present day Brazil had an estimated Indigenous population of 7 million people, mostly semi-nomadic, who subsisted on hunting, fishing, gathering, and migrant agriculture. The population comprised several large Indigenous ethnic groups (e.g., the Tupis, Guaranis, Gês, and Arawaks). The Tupi people were subdivided into the Tupiniquins and Tupinambás. Before the arrival of the Europeans, the boundaries between these groups and their subgroups were marked by wars that arose from differences in culture, language and moral beliefs. These wars also",https://en.wikipedia.org/wiki/Brazil
wiki_001060_4,Brazil,"involved large-scale military actions on land and water, with cannibalistic rituals on prisoners of war. While heredity had some weight, leadership was a status more won over time than assigned in succession ceremonies and conventions. Slavery among the Indigenous groups had a different meaning than it had for Europeans, since it originated from a diverse socioeconomic organization, in which asymmetries were translated into kinship relations. European colonization and Colonial Brazil Following the 1494 Treaty of Tordesillas, the land now called Brazil was claimed for the Portuguese Empire on 22 April 1500, with the arrival of the Portuguese fleet commanded by Pedro Álvares Cabral. Along the coast, the Portuguese encountered various Indigenous communities, most of whom spoke languages of the Tupi–Guarani family. Though the first settlement, São Vicente, was founded in 1532, colonization effectively began in 1534, when King John III of Portugal divided the territory into the fifteen private and autonomous captaincies. However, the decentralized and unorganized captaincy system proved unsuccessful, and in 1549 the Portuguese king restructured them into the Governorate General of Brazil in the city of Salvador, which became the capital of a single and centralized Portuguese colony in South America. In the first two centuries of colonization, Indigenous and European groups lived in constant war, establishing opportunistic alliances in order to gain advantages against each other. By the mid-16th century, cane sugar had become Brazil's most important export, while slaves purchased in Sub-Saharan Africa in the slave market of Western Africa (not only those from Portuguese",https://en.wikipedia.org/wiki/Brazil
